text	label
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?	balance_not_updated_after_cheque_or_cash_deposit
I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?	failed_transfer
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?	card_payment_not_recognised
I tried to get gas but my money was gone!	topping_up_by_card
The app is showing a payment I never made.	card_payment_not_recognised
I can't see my refund in my history.	Refund_not_showing_up
Are cards delivered to my location?	order_physical_card
what to do about stolen phone	lost_or_stolen_phone
My payment shows that it is pending will I be charged more money?	pending_transfer
What is the greatest number of times that I can top-up?	top_up_limits
How long should it take for my top-up to finish? I've been waiting a while.	pending_top_up
I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.	request_refund
How much does it cost to get more cards?	getting_spare_card
What is the delivery time to the US?	card_delivery_estimate
Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?	card_payment_wrong_exchange_rate
From which age can my kids use your service?	age_limit
I have received my American express in apple play, looks like top up has an issue, please help?	apple_pay_or_google_pay
I need to dispute a direct debit.	direct_debit_payment_not_recognised
Why does top-up require verification?	verify_top_up
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.	card_payment_wrong_exchange_rate
Can I get information on the identity checks?	verify_my_identity
There's a payment that isn't mine on my app	card_payment_not_recognised
On the card that is coming, what's the tracking info?	card_arrival
Bank transfer to account did not show up, please help?	balance_not_updated_after_bank_transfer
My account was charged a debit payment I don't recognize.	direct_debit_payment_not_recognised
The cash I wanted wasn't there.	wrong_amount_of_cash_received
I exchange my currency quite a bit.  Do I get an exchange price break?	exchange_charge
where can i deposit a check	top_up_by_cash_or_cheque
I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?	cash_withdrawal_charge
One of my payments was doubled	transaction_charged_twice
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue	transaction_charged_twice
I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?	transfer_not_received_by_recipient
Why was I charged an additional $1?	extra_charge_on_statement
It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.	balance_not_updated_after_bank_transfer
I used the wrong account.	cancel_transfer
What could the reason be that my payment card was declined?	declined_card_payment
There has been a charge pending on my account statement that I can't figue out it's for a dollar.	extra_charge_on_statement
I was overcharged a pound.	extra_charge_on_statement
I put some money in my account the other day and it's not gone in yet, can you help with this?	balance_not_updated_after_cheque_or_cash_deposit
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?	cancel_transfer
I placed a cheque but the funds aren't there	balance_not_updated_after_cheque_or_cash_deposit
I've been waiting since Friday, where is my money?	transfer_not_received_by_recipient
WHAT IS THE MAIN REASON OF THIS PROBLEM	card_not_working
I got double charged from something, what can I do?	transaction_charged_twice
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on	card_not_working
I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?	wrong_exchange_rate_for_cash_withdrawal
Please explain why my top-up hasn't been processed yet?	pending_top_up
I wasn't charged the correct exchange rate for an item I purchased.	card_payment_wrong_exchange_rate
Why am I seeing a direct debit thats not mine?	direct_debit_payment_not_recognised
when i travel can it top up automatically	automatic_top_up
What currencies are supported?	fiat_currency_support
I checked on google and the exchange rate you are using is really bad. Can you update it?	card_payment_wrong_exchange_rate
I want to top up from my Apple Watch, can I?	apple_pay_or_google_pay
I've been waiting ages and my PIN hasn't gotten here.	get_physical_card
Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before	cash_withdrawal_charge
I purchased something overseas and the incorrect exchange rate was applied.	card_payment_wrong_exchange_rate
I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?	card_payment_wrong_exchange_rate
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.	beneficiary_not_allowed
I just checked my statement and saw a $1 charge, why is it there?	extra_charge_on_statement
Is there a way to track my card?	card_arrival
I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.	beneficiary_not_allowed
Supported countries	country_support
What are these disposable cards meant for?	get_disposable_virtual_card
Do you have to be in the UK to get a card?	country_support
"""I received a """"declined"""" message when doing a transfer"""	declined_transfer
How much does it cost to make transfers?	top_up_by_bank_transfer_charge
My card has an expiration date, will you send a new one automatically?	card_about_to_expire
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?	top_up_failed
How much does each transfer cost?	top_up_by_bank_transfer_charge
Can you give me info about what to do when my card expires?	card_about_to_expire
I entered the pin incorrectly too many times and now it is blocked. Can you help?	pin_blocked
Where'd the rest of my cash go from the ATM	wrong_amount_of_cash_received
My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.	top_up_failed
I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?	card_payment_fee_charged
What are the auto-top up policies?	automatic_top_up
I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.	card_linking
I just got a card, how can I add it to the app?	card_linking
I got my card now, how do I make it show up in the app?	card_linking
Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?	wrong_exchange_rate_for_cash_withdrawal
How do I fill out the identity check?	verify_my_identity
I think the currency exchange that's been applied is wrong.	card_payment_wrong_exchange_rate
is it possible to cancel transactions?	cancel_transfer
why wouldnt the atm give me money	declined_cash_withdrawal
I can't find the PIN.	get_physical_card
what happened to the money after i put in the wrong info and it got declined	topping_up_by_card
Why does my statement have an extra fee?	extra_charge_on_statement
I didn't mean to do the transfer, is there any way to cancel it?	cancel_transfer
I am having issues using contactless payments, could my card be damaged?	contactless_not_working
I need an actual card that I can hold in my hand, how do I do that?	order_physical_card
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.	pending_transfer
In my app, a direct debit payment that I didn't do shows up.	direct_debit_payment_not_recognised
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!	card_payment_not_recognised
A refund is taking too long.	Refund_not_showing_up
How long do cheques take to post to your account?	balance_not_updated_after_cheque_or_cash_deposit
What happens if a merchant doesn't accept  you payment?	reverted_card_payment?
I was issued a card about a week ago. why hasn't it come in yet?	card_arrival
are multiple currencies acceptable?	fiat_currency_support
My contactless is non-functional.	contactless_not_working
Are there any express fees if i want my new card faster?	card_about_to_expire
I just made a transfer from France 2 days ago. It has not yet reached my bank. Is it possible it takes longer because it was an international transfer?	balance_not_updated_after_bank_transfer
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?	transfer_not_received_by_recipient
Are cards issued to people living in the US?	country_support
Is there any way for you to find my card?	lost_or_stolen_card
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.	declined_cash_withdrawal
Is it possible to get both Mastercard and Visa card from you?	visa_or_mastercard
How can I top up my card with another card?	supported_cards_and_currencies
can i add funds  with a card from the united states	supported_cards_and_currencies
What documentation do you accept for the identity check?	verify_my_identity
i withdrew cash and dont see it reflected on the balance	pending_cash_withdrawal
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.	card_payment_fee_charged
If I get another card, what kind of fees am I looking at?	getting_spare_card
What do you require for identification verification?	verify_my_identity
Is this open to residents of all countries?	country_support
Was my transaction reverted with my card?	reverted_card_payment?
What happened to the transfer I did?	balance_not_updated_after_bank_transfer
i transfered and yet it is still pending	pending_transfer
Is it possible to go ahead and log in, although I have not been confirmed yet?	why_verify_identity
Where can I update my pin number?	change_pin
Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.	wrong_amount_of_cash_received
I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future?	transfer_fee_charged
Do I have a Visa card as an option?	visa_or_mastercard
Is American Express accepted?	supported_cards_and_currencies
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?	card_payment_wrong_exchange_rate
Can cash be used in physical locations to top up?	top_up_by_cash_or_cheque
Why did I get charged one pound seemingly randomly?	extra_charge_on_statement
I'm not sure what to do about the PIN, because I don't have one yet.	get_physical_card
Hello-Can you please help me get a refund from this merchant?  I ordered a product and would like to return it. I have been unsuccessful in getting the merchant to return my request for the past several days.  I understand it can take up to 45 days to process the dispute and issue a refund, however, if this can be expedited faster it would be very helpful to me.	request_refund
Will the system automatically top up itself?	automatic_top_up
MY transfer has still not appeared.	balance_not_updated_after_bank_transfer
Why doesn't it work when I use American Express to try to add money to my account?	supported_cards_and_currencies
Estimated time arrival for transfers?	transfer_timing
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?	Refund_not_showing_up
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.	change_pin
are there age requirements	age_limit
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?	transfer_not_received_by_recipient
Is my country's currency supported by your system?	fiat_currency_support
My card is stuck in an ATM machine, how do I get it back quickly?	card_swallowed
Can I use my account although my identity verification has yet to pass?	why_verify_identity
I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?	pending_card_payment
I need mastercard as well as visa	visa_or_mastercard
A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?	transfer_fee_charged
Is there a reason why top-up needs verifying?	verify_top_up
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.	transfer_fee_charged
I need multiple cards per day, and they all have to be disposable.	disposable_card_limits
Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?!	cash_withdrawal_not_recognised
Am I able to add money into my account using my American Express?	supported_cards_and_currencies
Can I use a different bank ATM than my own?	atm_support
I requested for a top-up but it has not reflected	top_up_failed
What am I supposed to do if the funds haven't show up from a transfer completed this morning?	pending_transfer
Please tell me how to edit my personal details.	edit_personal_details
Over the holiday I withdrew cash from the ATM and it seems that I was severely overcharged. Had I known that I would be charged those fees, I would not have used the ATM!	wrong_exchange_rate_for_cash_withdrawal
Which fiat currencies are compatible for exchange and holding?	fiat_currency_support
I am angry that I got charged for using my card.	card_payment_fee_charged
Why does my statement show various transaction times?	transaction_charged_twice
I need my PIN, where is it?	get_physical_card
My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?	pending_card_payment
I forgot my code	passcode_forgotten
Are there ways for other people to send me money?	receiving_money
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.	balance_not_updated_after_bank_transfer
My card won't let me withdraw money.	declined_cash_withdrawal
As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.	Refund_not_showing_up
Why am I being charged a hidden fee?	card_payment_fee_charged
why did i only get 20.00	wrong_amount_of_cash_received
How do I get a refund for an unauthorized direct debit payment?	direct_debit_payment_not_recognised
Are bank transfers immediate?	balance_not_updated_after_bank_transfer
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!	cancel_transfer
I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?	transfer_not_received_by_recipient
"""I made a transfer and according to the receiver """"they haven't received the right amount"""" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done"""	transfer_fee_charged
Help Me!  I lost my card.  What should I do?	lost_or_stolen_card
Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.	cancel_transfer
How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?	pending_top_up
should i contact customer support if i can't edit details	edit_personal_details
How many active cards can I have?	getting_spare_card
Which locations can I withdraw money from?	atm_support
No Visa please. I want to continue with Mastercard.	visa_or_mastercard
I lost my card n need a new one.	lost_or_stolen_card
I have one of your cards, but I don't know how to link it.	card_linking
What documentation is needed for the identity check?	verify_my_identity
I am unable to activate my card, it won't let me.	activate_my_card
What happens when my card expires?	card_about_to_expire
I'm interested in using fiat currencies, which do you support?	fiat_currency_support
lost card found, want to put it back in app	card_linking
My identity can't be verified.	unable_to_verify_identity
An overseas cash transfer did not work correctly	wrong_exchange_rate_for_cash_withdrawal
A direct debit payment that I didn't authorise shows up in my app.	direct_debit_payment_not_recognised
Is there a location where I can change my PIN?	change_pin
I don't recognize some transactions.  Is someone else using it?	compromised_card
Where does the exchange rate stand right now?	exchange_rate
This past holiday I made a withdraw at the ATM machine, and it seems I've been charged too much.	wrong_exchange_rate_for_cash_withdrawal
What are the steps to activate the card, as it does not seem to work?	activate_my_card
Why haven't I gotten a virtual card yet?	getting_virtual_card
I submitted a transaction but it was for the incorrect account.	cancel_transfer
i cannot seem to activate card	activate_my_card
I topped up but it isn't in my account	pending_top_up
Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.	wrong_amount_of_cash_received
Let me know what the steps for the identity checks are	verify_my_identity
I got a transfer fail message, but no explanation of why-- what happened?	failed_transfer
What is the estimated date for delivery to US?	card_delivery_estimate
need my details changed	edit_personal_details
How come I got to pay to get my money from the ATM?	cash_withdrawal_charge
Is there extra fees for making a withdraw in a different country at a cash machine.	wrong_exchange_rate_for_cash_withdrawal
I can't get any money from my account.	declined_cash_withdrawal
What do I need to know about topping up?	top_up_by_card_charge
A duplicated payment was made for something.	transaction_charged_twice
What is the age limit?	age_limit
I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.	declined_cash_withdrawal
Can you explain your refund policy, please?	request_refund
Is this card available to Americans?	country_support
My top up card needs verification and I don't know how to do it	verify_top_up
i need to trace a deposit	verify_source_of_funds
I'm cancelling this charge. I still have not received what I bought from these people a while ago.	request_refund
My statement shows a strange direct debit.	direct_debit_payment_not_recognised
My transaction from earlier needs to be reversed.	cancel_transfer
I know there's an auto-top option but I can not locate it when I look?	automatic_top_up
With what currencies can I add money?	supported_cards_and_currencies
Why does a top- up need to be verify?	verify_top_up
My PIN was entered wrong and now I am blocked.  Please unblock.	pin_blocked
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?	exchange_charge
What is the refund policy?	request_refund
I used my card top-up but all of the money is missing.	topping_up_by_card
I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.	pending_card_payment
The atm wouldn't give out cash	declined_cash_withdrawal
Is there a way yo change my PIN?	change_pin
how to get new card after atm eats it	card_swallowed
What limits are there on the virtual cards?	disposable_card_limits
Can you please explain how to transfer money using the bank transfer process?	transfer_into_account
Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?	transaction_charged_twice
I did not get the item I ordered.  How should I go about this?  Should I just cancel my order or my payment?  Please help me.	request_refund
I would like to get help from someone in your customer service department with assisting me with activating my card.	activate_my_card
What kind of fiat currencies are supported for holding and exchange?	fiat_currency_support
After my checque or cash deposit, my balance didn't update.	balance_not_updated_after_cheque_or_cash_deposit
I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?	transaction_charged_twice
Remove my account immediately.	terminate_account
Why is it failing to top-up?	top_up_failed
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?	cash_withdrawal_charge
At what places accept my card?	card_acceptance
My payment didn't work and the money is in back in my account.	reverted_card_payment?
My account shows a direct debit charge that I have never seen before	direct_debit_payment_not_recognised
I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?	declined_card_payment
Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.	pending_top_up
Is there a way to link cards if I have one of yours?	card_linking
Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?	transfer_not_received_by_recipient
why has a cash withdrawal charged me?	cash_withdrawal_charge
What if I need to use GBP instead of USD?	exchange_via_app
Card payment is showing as pending	pending_card_payment
for god sake, just delete my account i am sick of this	terminate_account
I am still waiting for verification.  Can I use my account before I am verified?	why_verify_identity
Who do I talk to for transactions debited twice?	transaction_charged_twice
The fee charged when I changed rubles into British pounds was too much.	card_payment_wrong_exchange_rate
My credit card did not go through. Can you see if it has insufficient funds?	top_up_failed
I used to know my password, but not anymore.	passcode_forgotten
are SWIFT transfers an option?	top_up_by_bank_transfer_charge
Is there any way to know how the transaction got on my account?	card_payment_not_recognised
Who can request disposable cards?	disposable_card_limits
I'm interested in learning more about product refunds.	request_refund
Today I was out eating and my card was declined. Why's that?	card_not_working
Apparently, I went out today to use my new card and was informed my payment was decline. This is really embarrassing, what happen?	declined_card_payment
I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP	cash_withdrawal_not_recognised
The other bank confirmed a transfer I made, but this account is not reflecting it yet.	balance_not_updated_after_bank_transfer
Does it cost me to add cash?	top_up_by_bank_transfer_charge
I deposited money but my balance hasn't been updated yet.	balance_not_updated_after_cheque_or_cash_deposit
How long does it take for a refund to appear?	Refund_not_showing_up
"""Hi, is everything in good standing with my card? I am receiving multiple """"decline"""" messages."""	declined_card_payment
The ATM is showing it gave me the money I requested but I didn't get that amount.	wrong_amount_of_cash_received
I would like to reactivate a card and wondered if that could be done?	card_linking
What currencies does google pay top up accept?	apple_pay_or_google_pay
Do you offer cards for those in other countries?	country_support
Do you offer SWIFT transfers?	top_up_by_bank_transfer_charge
Where can i top my card for free?	top_up_by_card_charge
For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.	balance_not_updated_after_bank_transfer
Why have I been charged a small fee to use my card?	card_payment_fee_charged
I have made a withdraw from an ATM this last holiday, why is there such a high charge from this transaction?	wrong_exchange_rate_for_cash_withdrawal
I am not able to see the card PIN anywhere?	get_physical_card
I have not seen any changes in my account balance(s) after making a transfer.	pending_transfer
Where do we mail the card?	order_physical_card
Exchange fee help?	exchange_charge
My card isn't letting me purchase something and I wanted to know why.	beneficiary_not_allowed
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.	transfer_fee_charged
How long is the wait for my card?	card_delivery_estimate
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?	failed_transfer
Why did the funds for one of my purchase come back to my account?	reverted_card_payment?
Card delivery services? Where?	order_physical_card
It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?	pending_card_payment
I made an online purchase and the order has not shown up. Give me my money back.	request_refund
How do I get my card back quickly from a bank machine that it?	card_swallowed
The wrong account was used during a transaction.	cancel_transfer
If I exchange currencies frequently, is there a discount?	exchange_charge
Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?	transaction_charged_twice
Can you tell me what the cash withdrawal is in my statement?	cash_withdrawal_not_recognised
You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.	activate_my_card
I have zero dollars in my account. Can I submit additional funds via bank transfer?	transfer_into_account
What is your check-cashing policy?	top_up_by_cash_or_cheque
Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined?	transaction_charged_twice
Seems like my transfer was declined how come?	declined_transfer
Will the duplicated payment be refunded?	transaction_charged_twice
There has been an unusual withdrawal from my account, can you help?	cash_withdrawal_not_recognised
There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?	card_payment_not_recognised
There is the same transaction showing more than once.	transaction_charged_twice
Is there any way to see my card in the app?	card_linking
There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though.	cash_withdrawal_not_recognised
Why is there an identify check?	why_verify_identity
Do you have any age limit?	age_limit
Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?	wrong_exchange_rate_for_cash_withdrawal
Can you tell me what are disposable cards for?	get_disposable_virtual_card
What types of foreign money can be used with this service.?	fiat_currency_support
I didn't get a PIN yet. What gives?	get_physical_card
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.	card_payment_fee_charged
Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?	pending_top_up
How soon do cards arrive after I order them?	card_delivery_estimate
What is the average pending time for a transaction?	pending_transfer
I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me?	failed_transfer
Why would my top up be reverted?	top_up_reverted
Google Pay Top up isn't working	apple_pay_or_google_pay
I have an outgoing transaction	pending_transfer
Please help me unblock my pin which I put the wrong one too many times.	pin_blocked
Why am I having trouble withdrawing cash?	declined_cash_withdrawal
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...	wrong_amount_of_cash_received
Why are you charging me for ATM withdrawal? It has always been free before.	cash_withdrawal_charge
I've been waiting for something that i've ordered for months now and it still hasn't arrived. I genuinely don't know what this company is doing, but put plainly, i've had enough. Please issue a refund immediately, i would not like to waste anymore of my time on these people.	request_refund
Can cards be delivered? Where?	order_physical_card
I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?	Refund_not_showing_up
Tell me how to delete my account.	terminate_account
Why has my top up been returned?	top_up_reverted
I want to use my card, how would I activate it?	activate_my_card
What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.	failed_transfer
If my card was lost or stolen can I re-link it?	card_linking
My card is stuck inside the ATM.	card_swallowed
Could you send me and up date on the arrival of my card?	card_arrival
why was i charged a small amount	extra_charge_on_statement
I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!	top_up_failed
Can I make a contactless payments?	contactless_not_working
please cancel the transaction	cancel_transfer
What is the max top-up?	top_up_limits
If my card payment isn't working what do I do?	declined_card_payment
I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.	transfer_fee_charged
Does a US transfer take long	transfer_timing
I returned an item but don't see it on my account?	Refund_not_showing_up
I have never been charged a card payment fee before. Why did this change?	card_payment_fee_charged
Can I use my social security card as a form of identity?	verify_my_identity
I need my card frozen cause it was used without my consent to take money out. It was in an odd place.	cash_withdrawal_not_recognised
